-0.27,8.76,0.39,0.37,0.36,0.4
-0.21,8.75,0.39,0.37,0.36,0.4
-0.31,8.72,0.39,0.37,0.36,0.4
-0.21,8.72,0.39,0.37,0.36,0.4
-0.27,8.73,0.39,0.37,0.36,0.4
-0.2,8.73,0.39,0.37,0.36,0.4
-0.27,8.74,0.39,0.37,0.36,0.4
-0.25,8.76,0.39,0.37,0.36,0.4
-0.18,8.75,0.39,0.37,0.36,0.4
-0.06,8.72,0.39,0.37,0.36,0.4
-0.41,8.69,0.39,0.37,0.36,0.4
-0.63,8.79,0.39,0.37,0.36,0.4
-0.2,8.73,0.39,0.37,0.36,0.4
-0.26,8.7,0.39,0.37,0.36,0.4
-0.26,8.68,0.4,0.37,0.36,0.4
-0.54,8.66,0.39,0.37,0.36,0.4
-0.07,8.51,0.4,0.37,0.36,0.4
-0.57,8.15,0.4,0.37,0.36,0.4
-0.19,8.24,0.4,0.37,0.37,0.4
-0.43,7.51,0.4,0.37,0.37,0.4
-0.24,6.99,0.4,0.37,0.37,0.4
-0.48,6.01,0.4,0.37,0.37,0.4
-0.13,5.25,0.4,0.37,0.37,0.4
-0.27,4.49,0.4,0.37,0.37,0.4
-0.28,3.57,0.4,0.37,0.37,0.4
-0.53,2.86,0.4,0.37,0.37,0.4
-0.23,2.12,0.4,0.37,0.37,0.4
-0.36,1.49,0.4,0.38,0.38,0.4
-0.65,1.12,0.4,0.38,0.38,0.4
-0.48,0.62,0.4,0.38,0.38,0.4
-0.46,0.04,0.4,0.38,0.38,0.4
-0.54,-0.11,0.4,0.38,0.38,0.4
-0.51,-0.3,0.4,0.38,0.38,0.4
-0.69,-0.21,0.4,0.38,0.38,0.4
-0.31,-0.33,0.4,0.38,0.38,0.4
-0.42,-0.26,0.4,0.38,0.38,0.4
-0.41,-0.28,0.4,0.38,0.38,0.4
-0.48,-0.33,0.4,0.38,0.38,0.4
-0.65,-0.26,0.4,0.38,0.38,0.4
-0.44,-0.27,0.4,0.38,0.38,0.4
-0.6,-0.34,0.4,0.38,0.38,0.4
-0.39,-0.24,0.4,0.38,0.38,0.4
-0.15,-0.3,0.4,0.38,0.38,0.4
-0.38,-0.32,0.4,0.38,0.38,0.4
-0.38,-0.26,0.4,0.38,0.38,0.4
-0.54,-0.24,0.4,0.38,0.38,0.4
-0.78,-0.26,0.4,0.38,0.38,0.4
-0.52,-0.24,0.4,0.38,0.38,0.4
-0.15,-0.36,0.4,0.38,0.38,0.4
-0.44,-0.21,0.4,0.38,0.38,0.4
-0.61,-0.29,0.4,0.38,0.38,0.4
-0.35,-0.3,0.4,0.38,0.38,0.4
-0.33,-0.32,0.4,0.38,0.38,0.4
-0.16,-0.31,0.4,0.38,0.38,0.4
-0.39,-0.31,0.4,0.38,0.38,0.4
-0.34,-0.3,0.4,0.38,0.38,0.4
-0.53,-0.26,0.4,0.38,0.38,0.4
-0.53,-0.21,0.4,0.38,0.38,0.4
-0.35,-0.1,0.4,0.38,0.38,0.4
-0.49,-0.18,0.4,0.38,0.38,0.4
-0.57,-0.16,0.4,0.38,0.38,0.4
-0.4,-0.13,0.4,0.38,0.38,0.4
-0.3,-0.13,0.4,0.38,0.38,0.4
-0.49,0.27,0.4,0.38,0.38,0.4
-0.48,0.52,0.4,0.38,0.38,0.4
-0.45,1.05,0.4,0.38,0.38,0.4
-0.21,1.31,0.4,0.38,0.37,0.4
-0.52,1.91,0.4,0.37,0.37,0.4
-0.58,2.46,0.4,0.37,0.37,0.4
-0.26,2.95,0.4,0.37,0.37,0.4
-0.51,3.39,0.4,0.37,0.37,0.4
-0.5,3.88,0.4,0.37,0.37,0.4
-0.59,4.27,0.4,0.37,0.37,0.4
-0.42,4.72,0.4,0.37,0.37,0.4
-0.15,4.89,0.4,0.37,0.37,0.4
-0.02,5.3,0.4,0.37,0.37,0.4
-0.31,5.87,0.4,0.37,0.37,0.4
-0.27,6.11,0.4,0.37,0.37,0.4
-0.37,6.51,0.4,0.37,0.37,0.4
-0.44,7.05,0.4,0.37,0.37,0.4
-0.2,7.48,0.4,0.37,0.36,0.4
-0.28,8.03,0.4,0.37,0.36,0.4
-0.02,8.33,0.4,0.37,0.36,0.4
-0.08,8.64,0.4,0.37,0.36,0.4
