0.05,-1.13,0.4,0.38,0.37,0.39
0.23,-1.47,0.4,0.38,0.37,0.39
0.24,-2.12,0.4,0.38,0.37,0.39
0.15,-2.51,0.4,0.38,0.37,0.38
0.08,-3.02,0.4,0.38,0.37,0.38
0.17,-3.66,0.4,0.38,0.37,0.38
0.06,-4.19,0.4,0.38,0.37,0.38
0.08,-4.53,0.4,0.38,0.37,0.38
0.12,-5.03,0.4,0.38,0.37,0.38
0.04,-5.45,0.4,0.38,0.37,0.38
0.06,-5.73,0.4,0.38,0.37,0.38
-0.01,-6.12,0.4,0.38,0.37,0.38
-0,-6.72,0.4,0.38,0.37,0.38
0.01,-7.36,0.4,0.38,0.37,0.38
-0.11,-7.85,0.4,0.38,0.37,0.38
-0.03,-8.54,0.4,0.37,0.37,0.37
-0.02,-9.22,0.4,0.37,0.37,0.37
-0.1,-9.55,0.4,0.37,0.37,0.37
-0.16,-10.12,0.4,0.37,0.37,0.37
-0.09,-10.43,0.39,0.37,0.37,0.37
-0.14,-11.19,0.39,0.37,0.37,0.37
-0.05,-11.68,0.39,0.37,0.37,0.37
-0.17,-12.1,0.39,0.37,0.37,0.37
-0.12,-12.73,0.39,0.37,0.37,0.37
-0.12,-12.95,0.39,0.37,0.37,0.37
-0.28,-13.81,0.39,0.37,0.37,0.37
-0.17,-14.19,0.39,0.37,0.37,0.36
-0.21,-14.66,0.39,0.37,0.37,0.36
-0.4,-15.38,0.39,0.37,0.37,0.36
-0.33,-16.08,0.39,0.37,0.37,0.36
-0.33,-16.63,0.39,0.36,0.37,0.36
-0.25,-17.07,0.39,0.36,0.37,0.36
-0.22,-17.92,0.39,0.36,0.37,0.36
-0.35,-18.44,0.38,0.36,0.37,0.35
-0.27,-18.78,0.38,0.36,0.37,0.35
-0.51,-19.64,0.38,0.36,0.37,0.35
-0.31,-20.19,0.38,0.36,0.37,0.35
-0.4,-20.67,0.38,0.36,0.37,0.35
-0.48,-21.14,0.38,0.36,0.37,0.35
-0.52,-21.48,0.38,0.35,0.37,0.35
