-0.2,6.39,0.42,0.38,0.36,0.39
-0.52,6.34,0.42,0.38,0.36,0.39
-0.33,6.17,0.42,0.38,0.36,0.39
-0.54,5.38,0.42,0.38,0.36,0.39
-0.33,5.3,0.42,0.38,0.36,0.39
-0.37,4.93,0.42,0.39,0.36,0.39
-0.37,4.76,0.42,0.39,0.36,0.39
-0.38,4.57,0.42,0.39,0.36,0.39
-0.45,4.3,0.42,0.39,0.36,0.39
-0.47,3.93,0.42,0.39,0.36,0.39
-0.38,3.77,0.42,0.39,0.36,0.39
-0.31,3.47,0.42,0.39,0.36,0.39
-0.27,3.36,0.42,0.39,0.36,0.39
-0.49,3.18,0.42,0.39,0.36,0.39
-0.67,2.9,0.42,0.39,0.36,0.39
-0.15,2.87,0.42,0.39,0.36,0.39
-0.47,2.72,0.42,0.39,0.36,0.39
-0.48,2.58,0.42,0.39,0.36,0.39
-0.34,2.26,0.42,0.39,0.36,0.39
-0.34,2.17,0.42,0.39,0.36,0.39
-0.31,1.9,0.42,0.39,0.36,0.39
-0.53,1.59,0.42,0.39,0.36,0.39
-0.31,1.29,0.42,0.39,0.36,0.39
-0.42,0.74,0.42,0.39,0.37,0.39
-0.43,0.34,0.42,0.39,0.37,0.39
-0.42,-0.07,0.42,0.39,0.37,0.39
-0.42,-0.49,0.42,0.39,0.37,0.39
-0.54,-0.96,0.42,0.39,0.37,0.39
-0.47,-1.36,0.42,0.39,0.37,0.39
-0.48,-1.83,0.42,0.39,0.37,0.39
-0.38,-2.27,0.42,0.39,0.37,0.38
-0.53,-2.21,0.42,0.39,0.37,0.38
-0.59,-2.51,0.42,0.39,0.37,0.38
-0.54,-2.62,0.42,0.39,0.37,0.38
-0.62,-2.85,0.42,0.39,0.37,0.38
-0.57,-3.05,0.42,0.39,0.37,0.38
-0.67,-3.43,0.42,0.39,0.37,0.38
-0.55,-3.65,0.42,0.39,0.37,0.38
-0.65,-3.92,0.42,0.39,0.37,0.38
-0.53,-4.15,0.42,0.39,0.37,0.38
-0.79,-4.26,0.42,0.39,0.37,0.38
-0.57,-4.42,0.42,0.39,0.37,0.38
-0.44,-4.81,0.42,0.39,0.37,0.38
-0.69,-5.25,0.42,0.39,0.37,0.38
-0.64,-5.57,0.42,0.39,0.37,0.38
-0.46,-5.82,0.42,0.39,0.37,0.38
-0.59,-5.92,0.42,0.39,0.37,0.38
-0.64,-6.23,0.42,0.39,0.37,0.38
-0.68,-6.33,0.42,0.39,0.37,0.38
-0.7,-6.69,0.42,0.39,0.37,0.38
-0.87,-6.85,0.42,0.39,0.37,0.38
-0.89,-6.92,0.42,0.39,0.37,0.38
-0.84,-7.29,0.42,0.39,0.37,0.38
-0.71,-7.55,0.42,0.39,0.37,0.38
-0.7,-7.61,0.42,0.39,0.37,0.38
-0.7,-7.89,0.42,0.39,0.37,0.38
-0.78,-8.11,0.42,0.39,0.37,0.38
-0.7,-8.29,0.42,0.39,0.37,0.38
-0.6,-8.45,0.42,0.39,0.37,0.38
-0.74,-8.6,0.42,0.39,0.37,0.38
-0.8,-8.6,0.42,0.39,0.37,0.38
-0.83,-8.66,0.42,0.39,0.37,0.38
-0.42,-8.78,0.42,0.39,0.37,0.38
-0.66,-8.67,0.42,0.39,0.37,0.38
-0.8,-8.94,0.42,0.39,0.37,0.38
-0.56,-9,0.42,0.39,0.37,0.38
-0.72,-9.02,0.42,0.39,0.37,0.38
-0.78,-9.28,0.42,0.39,0.37,0.38
-0.74,-9.62,0.42,0.39,0.37,0.38
-0.88,-10,0.42,0.39,0.37,0.37
-0.89,-10.16,0.42,0.39,0.37,0.37
-0.91,-10.37,0.42,0.38,0.38,0.37
-0.97,-10.73,0.42,0.38,0.38,0.37
-0.78,-11.11,0.42,0.38,0.38,0.37
-0.75,-11.39,0.42,0.38,0.38,0.37
-0.78,-11.71,0.42,0.38,0.38,0.37
-0.86,-12.12,0.42,0.38,0.38,0.37
-0.88,-12.42,0.42,0.38,0.38,0.37
-0.91,-12.78,0.42,0.38,0.38,0.37
-0.96,-13.32,0.42,0.38,0.38,0.37
-0.91,-13.59,0.42,0.38,0.38,0.37
-0.93,-13.97,0.42,0.38,0.38,0.37
-0.88,-14.24,0.42,0.38,0.38,0.37
-1.04,-14.49,0.42,0.38,0.38,0.36
-0.89,-14.79,0.41,0.38,0.38,0.36
-1.19,-15.16,0.41,0.38,0.38,0.36
-0.94,-15.5,0.41,0.38,0.38,0.36
-0.91,-15.86,0.41,0.38,0.38,0.36
-0.96,-16.16,0.41,0.38,0.38,0.36
-1.02,-16.34,0.41,0.38,0.38,0.36
-1.33,-16.73,0.41,0.38,0.38,0.36
-1.06,-16.7,0.41,0.38,0.38,0.36
-1.09,-17.22,0.41,0.38,0.38,0.36
-1.05,-17.17,0.41,0.38,0.38,0.36
-0.81,-17.43,0.41,0.38,0.38,0.36
-0.99,-17.62,0.41,0.38,0.38,0.36
-1.23,-17.85,0.41,0.37,0.38,0.35
-1.07,-18.08,0.41,0.37,0.38,0.35
-1.08,-18.4,0.41,0.37,0.38,0.35
-1.05,-18.81,0.41,0.37,0.38,0.35
-0.93,-19.05,0.41,0.37,0.38,0.35
-1.29,-19.37,0.41,0.37,0.38,0.35
-1.1,-19.62,0.41,0.37,0.38,0.35
-1.1,-19.84,0.41,0.37,0.38,0.35
-1.08,-20.19,0.41,0.37,0.38,0.35
-1.07,-20.51,0.41,0.37,0.38,0.35
-1.21,-20.95,0.4,0.37,0.38,0.34
-1.23,-21.37,0.4,0.37,0.38,0.34
-1.23,-21.75,0.4,0.36,0.38,0.34
-1.2,-22.12,0.4,0.36,0.38,0.34
-1.29,-22.53,0.4,0.36,0.38,0.34
-1.2,-22.9,0.4,0.36,0.38,0.34
-1.15,-23.27,0.4,0.36,0.38,0.34
-1.23,-23.61,0.4,0.36,0.38,0.34
-0.97,-23.96,0.4,0.36,0.38,0.33
-1.42,-24.43,0.4,0.36,0.38,0.33
-1.38,-24.77,0.4,0.36,0.38,0.33
-1.13,-25.3,0.4,0.36,0.38,0.33
-1.26,-25.5,0.39,0.36,0.38,0.33
-1.29,-25.87,0.39,0.36,0.38,0.33
-1.22,-26.13,0.39,0.35,0.38,0.33
-1.2,-26.5,0.39,0.35,0.38,0.32
-1.33,-26.66,0.39,0.35,0.38,0.32
-1.37,-26.8,0.39,0.35,0.38,0.32
-1.45,-26.91,0.39,0.35,0.38,0.32
-1.44,-26.93,0.39,0.35,0.38,0.32
